URS0000005270	PDB	4UG0_L8	9606	rRNA	
URS0000005270	PDB	4V6X_A8	9606	rRNA	
URS0000005270	PDB	5LKS_L8	9606	rRNA	
URS0000005270	PDB	5T2C_C	9606	rRNA	
URS0000005270	PDB	6GZ3_A3	9986	rRNA	
URS0000005270	PDB	6GZ4_A3	9986	rRNA	
URS0000005270	PDB	6GZ5_A3	9986	rRNA	
URS0000005270	PDB	6IP5_1C	9606	rRNA	
URS0000005270	PDB	6IP6_1C	9606	rRNA	
URS0000005270	PDB	6IP8_1C	9606	rRNA	
URS0000005270	PDB	6OLE_D	9606	rRNA	
URS0000005270	PDB	6OLF_D	9606	rRNA	
URS0000005270	PDB	6OLG_A3	9606	rRNA	
URS0000005270	PDB	6OLI_D	9606	rRNA	
URS0000005270	PDB	6OLZ_A3	9606	rRNA	
URS0000005270	PDB	6OM0_D	9606	rRNA	
URS0000005270	PDB	6OM7_D	9606	rRNA	
URS0000005270	PDB	6SWA_r	10090	rRNA	
URS0000005270	PDB	6SXO_L8	9606	rRNA	
URS0000005270	PDB	6W6L_D	9606	rRNA	
URS0000005270	PDB	6Z6L_L8	9606	rRNA	
URS0000005270	PDB	6Z6M_L8	9606	rRNA	
URS0000005270	PDB	6Z6N_L8	9606	rRNA	
URS0000005270	PDB	6ZM7_L8	9606	rRNA	
URS0000005270	PDB	6ZME_L8	9606	rRNA	
URS0000005270	PDB	6ZMI_L8	9606	rRNA	
URS0000005270	PDB	6ZMO_L8	9606	rRNA	
URS000000A081	PDB	5H1S_C	3562	rRNA	
URS000000A081	PDB	5MMI_W	3562	rRNA	
URS000000A081	PDB	5MMM_W	3562	rRNA	
URS000000A081	PDB	5X8P_W	3562	rRNA	
URS000000A081	PDB	5X8T_W	3562	rRNA	
URS000000A081	PDB	6ERI_AB	3562	rRNA	
URS000000B469	PDB	6ZJ3_LM	3039	misc_RNA	
URS000000EE76	PDB	4V4N_A3	2190	rRNA	
URS000000EE76	PDB	4V6U_B3	186497	rRNA	
URS0000018F6E	PDB	5ND9_a	93061	rRNA	
URS000001A9BC	PDB	6Z1P_Aa	312017	misc_RNA	
URS000001EA06	PDB	3JCS_8	5661	rRNA	
URS000002B0D5	PDB	3J7O_7	9823	rRNA	
URS000002B0D5	PDB	3J7P_7	9823	rRNA	
URS000002B0D5	PDB	3J7Q_7	9823	rRNA	
URS000002B0D5	PDB	3J7R_7	9823	rRNA	
URS000002B0D5	PDB	3J92_7	9986	rRNA	
URS000002B0D5	PDB	3JAG_7	9986	rRNA	
URS000002B0D5	PDB	3JAH_7	9986	rRNA	
URS000002B0D5	PDB	3JAI_7	9986	rRNA	
URS000002B0D5	PDB	3JAJ_7	9986	rRNA	
URS000002B0D5	PDB	3JAN_7	9986	rRNA	
URS000002B0D5	PDB	5LZS_7	9986	rRNA	
URS000002B0D5	PDB	5LZT_7	9986	rRNA	
URS000002B0D5	PDB	5LZU_7	9986	rRNA	
URS000002B0D5	PDB	5LZV_7	9986	rRNA	
URS000002B0D5	PDB	5LZW_7	9986	rRNA	
URS000002B0D5	PDB	5LZX_7	9986	rRNA	
URS000002B0D5	PDB	5LZY_7	9986	rRNA	
URS000002B0D5	PDB	5LZZ_7	9986	rRNA	
URS000002B0D5	PDB	6FRK_7	9986	rRNA	
URS000002B0D5	PDB	6FTG_v	9986	rRNA	
URS000002B0D5	PDB	6FTI_v	9986	rRNA	
URS000002B0D5	PDB	6FTJ_v	9986	rRNA	
URS000002B0D5	PDB	6HCF_72	9986	rRNA	
URS000002B0D5	PDB	6HCJ_71	9986	rRNA	
URS000002B0D5	PDB	6HCM_72	9986	rRNA	
URS000002B0D5	PDB	6HCQ_71	9986	rRNA	
URS000002B0D5	PDB	6LQM_5	9606	rRNA	
URS000002B0D5	PDB	6LSR_5	9606	rRNA	
URS000002B0D5	PDB	6LSS_5	9606	rRNA	
URS000002B0D5	PDB	6LU8_5	9606	rRNA	
